P1,Hybrid,P2,HyDe_pvalue,D,D_z,D_pvalue,Dp,Dp_z,Dp_pvalue,D3,D3_z,D3_pvalue,proposed_gamma,isDtestTopology
hypostomus_sp76321,pterygoplichthys_multiradiatus47289,spectracanthicus_murinus57231,1.0,-0.059919493962047155,-7.861182462505437,3.8052401021086475e-15,-0.03418074462850582,-6.558357146318934,5.4403788320716487e-11,0.02464123561824791,15.883876089282403,8.195371792115991e-57,-0.367150503292879,1
spectracanthicus_murinus57231,hypostomus_sp76321,pterygoplichthys_multiradiatus47289,1.0,-0.059440958357102114,-8.381259290236803,5.236440089017726e-17,-0.033946896888744096,-6.949985934433517,3.653226344055166e-12,0.024513858256138804,15.978594938362708,1.801611863198517e-57,0.4408098914131909,2
hypostomus_sp76321,spectracanthicus_murinus57231,hemiancistrus_fuliginosus61299,2.8631197290795996e-7,0.48822369184360137,77.26412825644893,0.0,0.38048736380487364,58.204698289921716,0.0,-0.23123792201887006,-148.63899696306737,0.0,0.9470548932728488,1
hypostomus_sp76321,hemiancistrus_fuliginosus61299,spectracanthicus_murinus57231,1.0,-0.4744616078475589,-71.74391460145762,0.0,-0.3679930039352864,-68.19914621742329,0.0,0.2266442840023373,149.4590863783139,0.0,0.5143781562039222,1
spectracanthicus_murinus57231,hypostomus_sp76321,hemiancistrus_fuliginosus61299,0.9999987807407171,-0.48737549223998144,-73.1670122754839,0.0,-0.37971485291463636,-71.88852670403705,0.0,0.23095904305109463,161.63207766698363,0.0,1.0629426175366428,2
hypostomus_sp76321,spectracanthicus_murinus57231,baryancistrus_beggini39227,1.0,-0.17687591832598673,-25.285406835637843,4.622898541739417e-141,-0.10011184078460612,-21.51224356031953,1.19578763090086e-102,0.03222082609989033,21.397268802703874,1.4166731770483647e-101,-122.2450765864332,1
hypostomus_sp76321,baryancistrus_beggini39227,spectracanthicus_murinus57231,0.0,0.17694764052917025,27.17159055209978,1.4074861897055925e-162,0.10014630368054162,20.567954710300885,5.316114125911656e-94,-0.032232419840869775,-21.936444660288696,1.1667353230682424e-106,0.33242688405581505,1
spectracanthicus_murinus57231,hypostomus_sp76321,baryancistrus_beggini39227,1.0,0.1752950037660055,24.930332745099722,3.4901098747323314e-137,0.09935112983095225,18.65909330218237,1.0652333509999e-77,-0.03201867204355634,-21.573525427959925,3.1847361751047686e-103,0.6657626756551462,2
hypostomus_sp76321,spectracanthicus_murinus57231,hypostomus_strigaticeps61230,0.6569856414997477,0.25070237872260726,36.175144290241505,1.4976213390085247e-286,0.153952324812376,29.76504345334191,1.1077717635950787e-194,-0.09951792415533232,-67.87961158999272,0.0,0.9880138547078662,2
hypostomus_sp76321,hypostomus_strigaticeps61230,spectracanthicus_murinus57231,0.0,0.25190552366613345,38.40703334979735,1.0e-322,0.15463709095110187,29.575282748778164,3.107419669716528e-192,-0.099858762929423,-69.30231844503244,0.0,0.5030513980740224,3
spectracanthicus_murinus57231,hypostomus_sp76321,hypostomus_strigaticeps61230,1.0,-0.25114926353316447,-36.972633501156864,3.153236023010155e-299,-0.15420506912442397,-35.055778012606645,3.1837511090167965e-269,0.09964332419364533,70.09410845225402,0.0,1.0124332246017114,1
hypostomus_sp76321,spectracanthicus_murinus57231,scobinancistrus_aureatus61467,1.0,-0.13453384546316158,-18.893292991024264,1.2950921793879934e-79,-0.08274275195582144,-16.639941095017775,3.579700592907939e-62,-0.013180702588156424,-9.24957495800032,2.253871404581502e-20,1.7722979632063074,1
hypostomus_sp76321,scobinancistrus_aureatus61467,spectracanthicus_murinus57231,0.0,0.13410571329123366,19.26268959506254,1.1048768570956788e-82,0.08249977057905845,16.584526462281396,9.01736375147822e-62,0.013149727316663116,8.619942719585397,6.698761367128913e-18,0.41054934601664683,1
spectracanthicus_murinus57231,hypostomus_sp76321,scobinancistrus_aureatus61467,1.0,0.13361406985385188,18.71263028171325,3.906123499478478e-78,0.08222059630510335,15.001909968519486,7.133660593497178e-51,0.01311665646329986,8.634401799304596,5.903515095476664e-18,0.7671622943310265,2
hypostomus_sp76321,spectracanthicus_murinus57231,pterygoplichthys_anisitsi26686,1.0,-0.11338438678706138,-14.800764557908332,1.4482698989733503e-49,-0.05729963898916968,-12.337572941138708,5.684365320778048e-35,0.0741660194937217,48.81952381916313,0.0,-0.36731576937762506,1
hypostomus_sp76321,pterygoplichthys_anisitsi26686,spectracanthicus_murinus57231,0.0,0.114735137635901,15.77579668500372,4.566001774752813e-56,0.057815596223336055,12.202361258148366,3.019391631820637e-34,-0.07470643040466898,-48.85937738076173,0.0,0.17475022706630336,1
spectracanthicus_murinus57231,hypostomus_sp76321,pterygoplichthys_anisitsi26686,1.0,0.11282984531392175,15.117718051793014,1.2375736991689093e-51,0.05708695401968119,12.413822956251138,2.198969817173838e-35,-0.07394534682407802,-49.57049408229799,0.0,0.5592072870507139,2
hypostomus_sp76321,spectracanthicus_murinus57231,panaqolus_sp61753,0.0,0.474643182508351,69.65802290327973,0.0,0.3443793240206231,52.68919960948122,0.0,-0.22090880557271153,-139.70634636451376,0.0,0.8041536156008207,1
hypostomus_sp76321,panaqolus_sp61753,spectracanthicus_murinus57231,1.0,-0.462093435836783,-67.41561372936437,0.0,-0.3344891057745816,-70.70894506027952,0.0,0.2170021258873404,138.47203228525348,0.0,0.5693280754799461,1
spectracanthicus_murinus57231,hypostomus_sp76321,panaqolus_sp61753,1.0,-0.47418239184515504,-69.56326508292719,0.0,-0.3440154950037417,-67.66265307657446,0.0,0.22076686852742827,143.3944456209836,0.0,1.474824182507134,2
hypostomus_sp76321,spectracanthicus_murinus57231,spectracanthicus_immaculatus43225,0.0,0.12055872734327365,15.989042090674486,1.5235570546483063e-57,0.07586591789040427,13.719275426516349,7.783939211780739e-43,-0.0918106486965067,-63.889194073002194,0.0,0.44663869320296157,1
hypostomus_sp76321,spectracanthicus_immaculatus43225,spectracanthicus_murinus57231,1.0,-0.12001324284058931,-16.490706814685126,4.279142628291825e-61,-0.07554181717143651,-14.411348223858147,4.390551848685531e-47,0.09152561624030119,62.053515800509416,0.0,1.3139675349188373,1
spectracanthicus_murinus57231,hypostomus_sp76321,spectracanthicus_immaculatus43225,0.9999597711706909,-0.12020771185504364,-17.357316101230314,1.7365364013485208e-67,-0.0756606397774687,-14.179582025049042,1.2257444034135509e-45,0.09159889545155285,61.208020069110454,0.0,0.16168037168795318,2
hypostomus_sp76321,spectracanthicus_murinus57231,hypostomus_faveolus27640,0.0,0.11842959117456198,16.478362751046063,5.248709462982845e-61,0.07648517444906228,13.341856881938508,1.321268938810648e-40,-0.08050276006077112,-52.18075738182843,0.0,0.5239461883408072,1
hypostomus_sp76321,hypostomus_faveolus27640,spectracanthicus_murinus57231,0.9284835876317424,-0.11885001356116083,-15.961951840895045,2.3525754729384717e-57,-0.07674793330531035,-14.076211173280186,5.318579825909855e-45,0.08067676798867461,53.74435606466685,0.0,0.9162484316185696,1
spectracanthicus_murinus57231,hypostomus_sp76321,hypostomus_faveolus27640,0.9080362727011211,-0.11846444985131116,-16.68503067733494,1.6841950435615812e-62,-0.07650673929743697,-13.538149118592132,9.310535594638862e-42,0.08049283941956996,51.019799523913186,0.0,-0.11185588604943444,2
hypostomus_sp76321,spectracanthicus_murinus57231,hypostomus_sp50059,0.0,0.09282215637661002,12.643526033716226,1.2148138067443387e-36,0.05037576712283811,10.191206411252619,2.1705373319964696e-24,-0.00552999378473321,-4.076863966611937,4.564717979343361e-5,0.1926585356288482,1
hypostomus_sp76321,hypostomus_sp50059,spectracanthicus_murinus57231,1.0,-0.09281093173710624,-12.191288705044098,3.459075530538201e-34,-0.05037080790181794,-10.306919517173874,6.556940503915518e-25,0.0055296161139706465,3.4062292461945987,0.0006586684633343577,-0.45651042634650413,1
spectracanthicus_murinus57231,hypostomus_sp76321,hypostomus_sp50059,1.0,-0.09143980461071066,-11.481073012151315,1.642295915454251e-30,-0.04976334046553848,-9.901792902923154,4.0887819216276116e-23,0.00548026180715525,3.680232508206919,0.0002330213856905663,0.4322590608987264,2
hypostomus_sp76321,spectracanthicus_murinus57231,hypostomus_cfhemicochliodon64160,0.0,0.20223529411764707,27.539590661401533,5.8970572312691834e-167,0.12800178711046575,22.83911005419527,1.8750548349011645e-115,-0.10206240084611316,-66.7025757747446,0.0,0.5276544322857225,1
hypostomus_sp76321,hypostomus_cfhemicochliodon64160,spectracanthicus_murinus57231,0.9962032823918918,-0.20091137465677397,-28.60624928302894,5.617759146288869e-180,-0.1272101797736184,-24.42747619212629,8.734379250450185e-132,0.10160560293487064,71.84626560340432,0.0,0.9051246195607469,1
spectracanthicus_murinus57231,hypostomus_sp76321,hypostomus_cfhemicochliodon64160,0.99179410459569,-0.20285495192591282,-27.191387071464682,8.21174249755795e-163,-0.12837837837837837,-24.05227860437282,7.901847694951468e-128,0.10224521399770828,66.32973625127433,0.0,-0.13262349369883175,2
hypostomus_sp76321,spectracanthicus_murinus57231,peckoltia_snethlageae57059,0.0,0.14059178397012354,19.00427754081255,1.5719543408976208e-80,0.08155851081558511,15.356230390034614,3.217468307844872e-53,-0.04744015194206165,-31.44323348746789,5.194056738103707e-217,0.3233649183388545,1
hypostomus_sp76321,peckoltia_snethlageae57059,spectracanthicus_murinus57231,1.0,-0.13978740427477426,-17.79071515263002,8.340855933832249e-71,-0.08114653485054574,-15.614605589313348,5.7902064544202734e-55,0.04727921498661909,32.27523313806626,1.5573956121236237e-228,-10.812983425414362,1
spectracanthicus_murinus57231,hypostomus_sp76321,peckoltia_snethlageae57059,1.0,-0.14007670731009217,-18.905992058744683,1.0180670931792455e-79,-0.08129838200604671,-17.02790264420967,5.099958983658904e-65,0.04732621681774224,31.617266028620058,2.1380350942144197e-219,0.34301229656129434,2
hypostomus_sp76321,spectracanthicus_murinus57231,peckoltia_braueri69540,2.666311615939776e-12,0.3833420761205339,57.78454345675804,0.0,0.2841282184205979,43.91012557189996,0.0,-0.21983851079506467,-137.8319153493156,0.0,0.9036130095820311,1
hypostomus_sp76321,peckoltia_braueri69540,spectracanthicus_murinus57231,1.0,-0.37443078324225865,-56.76258385563789,0.0,-0.27679360403955394,-51.68832799324598,0.0,0.21623398617281983,145.31658485577753,0.0,0.5281695088779371,1
spectracanthicus_murinus57231,hypostomus_sp76321,peckoltia_braueri69540,0.9999999996350343,-0.383288660995222,-56.35769862617302,0.0,-0.2840732423561928,-50.15643420278388,0.0,0.2197864509237086,138.60978477638443,0.0,1.1355960864838748,2
hypostomus_sp76321,spectracanthicus_murinus57231,hypostomus_melanephelis54012,0.0,0.1716085775388706,21.745257432330693,7.660165476938917e-105,0.10928297997644287,18.813350894509792,5.870692767990639e-79,-0.06697843034194122,-43.69585390027404,0.0,0.47636107099945985,3
hypostomus_sp76321,hypostomus_melanephelis54012,spectracanthicus_murinus57231,1.0,0.17166811217114772,22.54233401517005,1.596756327498245e-112,0.10931919437387239,18.912178228897194,9.053856044476819e-80,-0.06698994782301093,-41.76547506308432,0.0,1.1101834249601807,2
spectracanthicus_murinus57231,hypostomus_sp76321,hypostomus_melanephelis54012,0.9760169040951006,-0.17097610135329686,-22.152317356850183,9.908886794329328e-109,-0.1088981807511737,-19.358075745794963,1.742746667963672e-83,0.06680614214739977,45.04375856075573,0.0,0.08281041839630839,3
hypostomus_sp76321,spectracanthicus_murinus57231,hypancistrus_sp61759,0.0,0.13879794922478225,17.493697173236757,1.6003022792674341e-68,0.0775924583031182,13.907672927968777,5.690078695115229e-44,-0.06070802086153919,-39.811216056041594,0.0,0.2792496795992077,1
hypostomus_sp76321,hypancistrus_sp61759,spectracanthicus_murinus57231,1.0,-0.137624793287193,-17.750457940270362,1.7095433441862243e-70,-0.0770391195529194,-15.092784172719146,1.806555128807121e-51,0.06039454144277931,41.027133326946235,0.0,-1.7210972282062327,1
spectracanthicus_murinus57231,hypostomus_sp76321,hypancistrus_sp61759,1.0,-0.1377260190009194,-17.857779170116736,2.5144674174630993e-71,-0.07708669251089231,-15.428093681543574,1.0595382049075827e-53,0.06042114833926203,39.273440464129365,0.0,0.37986687517542805,2
hypostomus_sp76321,spectracanthicus_murinus57231,panaqolus_gnomus57729,0.0,0.45118521494576136,68.07567893658762,0.0,0.32709191528315235,54.1147795461583,0.0,-0.21039757183649832,-137.9885607406614,0.0,0.8112602646058972,1
hypostomus_sp76321,panaqolus_gnomus57729,spectracanthicus_murinus57231,1.0,-0.43728097012849754,-67.79282648568751,0.0,-0.3161599099099099,-64.48939271688906,0.0,0.20584227517594714,136.2308035955596,0.0,0.5658188951225768,1
spectracanthicus_murinus57231,hypostomus_sp76321,panaqolus_gnomus57729,1.0,-0.44725162171389554,-63.83918923671894,0.0,-0.3239901071723001,-59.72202685990421,0.0,0.20913430525093538,132.21305291598216,0.0,1.4351039467031497,2
hypostomus_sp76321,spectracanthicus_murinus57231,panaqolus_sp57507,0.0,0.4863737990210889,73.2951518512093,0.0,0.36813940724478594,57.804365738984984,0.0,-0.24488950276243093,-158.92828810446917,0.0,0.8831863504820946,1
hypostomus_sp76321,panaqolus_sp57507,spectracanthicus_murinus57231,1.0,-0.47266427858359267,-69.25103840128904,0.0,-0.3564027630180659,-66.81014898424677,0.0,0.24016606253684356,156.87404069531883,0.0,0.5354075379767359,1
spectracanthicus_murinus57231,hypostomus_sp76321,panaqolus_sp57507,1.0,-0.48561085972850676,-74.49666791573999,0.0,-0.36750068486896176,-64.84695601389716,0.0,0.2446386365668877,155.7715467867696,0.0,1.1798353040540541,2
hypostomus_sp76321,spectracanthicus_murinus57231,hypostomus_cf_gymnorhynchus80910,0.0,0.21474478143092368,29.724862718094872,3.6651617508776466e-194,0.13953408110440035,25.144614326173873,1.6185045296090482e-139,-0.0537057003071492,-35.151519316096305,1.101918913070947e-270,0.4053196771049776,3
hypostomus_sp76321,hypostomus_cf_gymnorhynchus80910,spectracanthicus_murinus57231,1.0,0.21399460117503838,30.86445590576003,3.584151174562219e-209,0.1390589530164408,25.093563791199028,5.846665372640517e-139,-0.05357690413580993,-34.392635332286886,3.249103450080794e-259,1.8768359657712121,2
spectracanthicus_murinus57231,hypostomus_sp76321,hypostomus_cf_gymnorhynchus80910,1.0,-0.21438040193011296,-28.502275197392727,1.0977892497711705e-178,-0.13930331116700548,-26.94449445464781,6.617920129156622e-160,0.05364469460855003,35.360213063083755,6.985277671529673e-274,0.2415188151553174,3
hypostomus_sp76321,spectracanthicus_murinus57231,hypostomus_sp55539,1.567879743258338e-5,0.030631979537089026,4.088561285922449,4.340568770490584e-5,0.018423323702675323,3.309497248524265,0.0009346368468088408,-0.09351723306881428,-62.68005662685589,0.0,0.8532182103610675,3
hypostomus_sp76321,hypostomus_sp55539,spectracanthicus_murinus57231,1.0,0.030183807708858423,3.7638928558869647,0.00016728858294344173,0.018179125476692953,3.196040703726581,0.001393274549477203,-0.09262800349117384,-57.76818644984587,0.0,0.5470558631102164,2
spectracanthicus_murinus57231,hypostomus_sp76321,hypostomus_sp55539,0.9997005391800966,-0.03036299548574609,-3.800120401604357,0.00014462580217389632,-0.018276568025311742,-3.435342278275506,0.0005918058401464569,0.09298314366945318,58.65149377608591,0.0,1.262272089761571,3
hypostomus_sp76321,spectracanthicus_murinus57231,peckoltia_compta61756,0.0,0.5180204410973642,83.28257185432513,0.0,0.3917642272747819,56.92190814216107,0.0,-0.24574694683588114,-155.60441082682246,0.0,0.8643162526331535,1
hypostomus_sp76321,peckoltia_compta61756,spectracanthicus_murinus57231,1.0,-0.5027259018675327,-79.27884214748113,0.0,-0.37868064657055484,-71.86344935616209,0.0,0.2407409254088552,154.05685088855645,0.0,0.5425888612844538,1
spectracanthicus_murinus57231,hypostomus_sp76321,peckoltia_compta61756,1.0,-0.5188555010175985,-78.99723909258906,0.0,-0.3924658154487005,-75.64849793233802,0.0,0.2459954349996943,165.4519171053034,0.0,1.2288287909523758,2
hypostomus_sp76321,panaque_cochliodon19170,aphanotorulus_emarginatus19719,0.0017644337723444758,0.48037489890099433,76.24176199224232,0.0,0.37697879330943845,66.55996941608021,0.0,-0.3181298713439359,-221.97814447298623,0.0,0.9706972692041939,1
hypostomus_sp76321,aphanotorulus_emarginatus19719,panaque_cochliodon19170,1.0,-0.4613908434615736,-77.69335920289656,0.0,-0.359551361936977,-71.1978556443295,0.0,0.30812988806265773,215.38219904492908,0.0,0.5076624800857218,1
panaque_cochliodon19170,hypostomus_sp76321,aphanotorulus_emarginatus19719,0.9975227407354619,-0.4768358913813459,-78.41481787733782,0.0,-0.37371382041601897,-72.62845599160043,0.0,0.31628487317051635,226.35093474349216,0.0,1.0321269531764643,2
hypostomus_sp76321,panaque_cochliodon19170,hemiancistrus_punctulatus60931,0.0,0.24575887808188193,34.82847457189303,9.018381645177432e-266,0.13561754977220247,26.46527786190548,2.4341327605635778e-154,-0.14823207204635375,-103.14689404802589,0.0,0.3610103055317603,1
hypostomus_sp76321,hemiancistrus_punctulatus60931,panaque_cochliodon19170,1.0,-0.24187444345503117,-32.85156269263364,1.081967509261613e-236,-0.13384250562039973,-28.306680283914854,2.859848598006839e-176,0.14674880219028064,96.88534146182742,0.0,4.3479022072156575,1
panaque_cochliodon19170,hypostomus_sp76321,hemiancistrus_punctulatus60931,1.0,-0.23886995712872375,-32.8139541762036,3.7236926673170677e-236,-0.13245961597074063,-28.93815751037436,3.9552114082734964e-184,0.14558649256657444,104.86476346939351,0.0,0.30315023043561956,2
hypostomus_sp76321,panaque_cochliodon19170,micracanthicus_vandragti54408,1.0,-0.21861098026901135,-30.487637041427597,3.800631363602091e-204,-0.09807696823123342,-26.02051944955986,2.9017508931835616e-149,0.04448392448732778,31.531591796255977,3.2063239188833597e-218,-0.5452402316665307,1
hypostomus_sp76321,micracanthicus_vandragti54408,panaque_cochliodon19170,0.0,0.21837758728831277,29.705523077407907,6.515624029290436e-194,0.09801529582883686,23.88743033236669,4.137820209968511e-126,-0.04444403961646597,-32.8414911569855,1.5066703904131348e-236,0.20686570951957983,1
panaque_cochliodon19170,hypostomus_sp76321,micracanthicus_vandragti54408,1.0,0.20800756934415618,31.028166365690772,2.2483078471245184e-211,0.09482406356413167,23.32015677263979,2.7688036697759135e-120,-0.04312000471299805,-31.20013488772492,1.0609639482323684e-213,0.5749837896536482,2
hypostomus_sp76321,panaque_cochliodon19170,pterygoplichthys_multiradiatus47289,0.0,0.20091146556994385,27.650624190640553,2.7429752925630883e-168,0.10454926685368887,20.783837739158418,6.061423046493735e-96,-0.12228178772970148,-82.68209473389044,0.0,0.277868257834532,1
hypostomus_sp76321,pterygoplichthys_multiradiatus47289,panaque_cochliodon19170,1.0,-0.19681951857096178,-28.096387089296993,1.0844166775061356e-173,-0.10287503558212355,-23.561129509822194,9.65399238079566e-123,0.1207182182127704,77.3276092414745,0.0,-1.6699292623069149,1
panaque_cochliodon19170,hypostomus_sp76321,pterygoplichthys_multiradiatus47289,1.0,-0.19459546751359208,-25.44518740163492,7.980737169805586e-143,-0.10196598313259808,-24.14158631913493,9.151759961013621e-129,0.11981746052324527,85.27895946061491,0.0,0.3808858903387373,2
hypostomus_sp76321,panaque_cochliodon19170,hemiancistrus_fuliginosus61299,3.331534399464431e-7,0.5282031587537804,88.4340607394757,0.0,0.4193216463414634,69.41834571459925,0.0,-0.3182999530644698,-222.94088904818315,0.0,0.9569334297253371,1
hypostomus_sp76321,hemiancistrus_fuliginosus61299,panaque_cochliodon19170,1.0,-0.5079167243687394,-87.06125519481546,0.0,-0.4002837601862631,-85.9080677660454,0.0,0.308695543864973,215.14141709061977,0.0,0.5115101998123037,1
panaque_cochliodon19170,hypostomus_sp76321,hemiancistrus_fuliginosus61299,0.9999986924743709,-0.522832026609646,-90.73718115730443,0.0,-0.41425398140130265,-87.68575903247091,0.0,0.31577520843420104,226.2004440585313,0.0,1.049456311406849,2
hypostomus_sp76321,panaque_cochliodon19170,baryancistrus_beggini39227,1.0,-0.044000572055107975,-6.233573528033947,4.559132112949252e-10,-0.023638785022793627,-5.299792828806918,1.1593415540536366e-7,-0.06341539716796277,-43.45899956095309,0.0,-0.14891320792778256,1
hypostomus_sp76321,baryancistrus_beggini39227,panaque_cochliodon19170,1.6210477404854373e-11,0.04328638497652582,6.41785981360836,1.3820342767624165e-10,0.02332346765829349,5.089874161946841,3.5830120876905564e-7,0.0627267385817848,43.87515676307835,0.0,0.1029302062926581,1
panaque_cochliodon19170,hypostomus_sp76321,baryancistrus_beggini39227,1.0,0.04297620710527541,6.470761529473178,9.751022217388842e-11,0.02319328575736255,4.938557934717305,7.870239762410885e-7,0.0623611212155856,42.98897798618506,0.0,0.5304309470612,2
hypostomus_sp76321,panaque_cochliodon19170,hypostomus_strigaticeps61230,1.0,0.3228407505039541,52.86089741134212,0.0,0.2230614704700683,45.160790500248424,0.0,-0.06852536110178031,-50.60328032310392,0.0,-1.0321979715277938,2
hypostomus_sp76321,hypostomus_strigaticeps61230,panaque_cochliodon19170,0.0,0.3200122963418383,52.639451548628415,0.0,0.22103670674416753,44.205147856428546,0.0,-0.06806135530448994,-50.7385908683205,0.0,0.25196492331185016,3
panaque_cochliodon19170,hypostomus_sp76321,hypostomus_strigaticeps61230,1.0,-0.3155003220550904,-54.07490549647372,0.0,-0.21780753838508016,-49.12850870116238,0.0,0.06731621231838118,50.740539006097805,0.0,0.6012635093973511,1
hypostomus_sp76321,panaque_cochliodon19170,scobinancistrus_aureatus61467,1.0,-0.0036752094869407555,-0.505900323544799,0.6129266251781593,-0.002098312956383068,-0.4421771252020622,0.6583610376152118,-0.1108357282850388,-76.26674740383149,0.0,-0.014966257439549767,1
hypostomus_sp76321,scobinancistrus_aureatus61467,panaque_cochliodon19170,0.29993516033360357,0.003604902667627974,0.5445011630207892,0.5860966482997019,0.0020638982910922148,0.4539434460477486,0.649869532105303,0.10931009151250252,70.36660890757089,0.0,0.014323164918970448,1
panaque_cochliodon19170,hypostomus_sp76321,scobinancistrus_aureatus61467,1.0,0.003583886844746022,0.5383387642210054,0.5903431939219475,0.002053500533910139,0.45221032397227356,0.6511174714490319,0.10884397778324421,74.07023719753163,0.0,0.5036594127890693,2
hypostomus_sp76321,panaque_cochliodon19170,pterygoplichthys_anisitsi26686,1.0598100510517128e-6,0.03608805485384338,4.621422651278522,3.8111743012772376e-6,0.015385798907608278,3.6726568323153774,0.00024004174024623088,-0.022571753015125227,-15.168604217967099,5.707772219176013e-52,0.040113822972684995,1
hypostomus_sp76321,pterygoplichthys_anisitsi26686,panaque_cochliodon19170,1.0,-0.03581661891117478,-4.693783598396301,2.6819774398978616e-6,-0.01531198162562205,-3.7064668433008654,0.00021017073661021228,0.022476963949421575,15.834562013534972,1.7970608323136477e-56,-0.045601584655066765,1
panaque_cochliodon19170,hypostomus_sp76321,pterygoplichthys_anisitsi26686,1.0,-0.03436032527774596,-4.561035460076227,5.090198316673303e-6,-0.01490646195125587,-3.755138168178466,0.00017324587915183782,0.02195426861186208,15.539161842994767,1.884317183895237e-54,0.4893294919504355,2
hypostomus_sp76321,panaque_cochliodon19170,panaqolus_sp61753,0.0,0.5154063010040061,81.63608485315798,0.0,0.3939588688946015,64.14596811540636,0.0,-0.30784023599591115,-212.48133490482422,0.0,0.8865134727036856,1
hypostomus_sp76321,panaqolus_sp61753,panaque_cochliodon19170,1.0,-0.49633298409372323,-82.5420087872551,0.0,-0.377335264301231,-78.57009107051415,0.0,0.2991386700412295,202.19354875268874,0.0,0.5341921552671458,1
panaque_cochliodon19170,hypostomus_sp76321,panaqolus_sp61753,1.0,-0.5088627374383515,-90.25455178224979,0.0,-0.388234855822964,-79.53969146429978,0.0,0.3048889012165045,205.05940394928422,0.0,1.1720691017259308,2
hypostomus_sp76321,panaque_cochliodon19170,spectracanthicus_immaculatus43225,0.0,0.24250240226571587,35.53143219246027,1.6082542014612885e-276,0.14792990683038193,26.873442635005887,4.4895857502839097e-159,-0.18659821766692286,-134.47238587018637,0.0,0.4820543427045704,1
hypostomus_sp76321,spectracanthicus_immaculatus43225,panaque_cochliodon19170,1.0,-0.237505572341374,-33.94518563356691,1.4365224445356583e-252,-0.1451359041104183,-32.06916296431069,1.1869453092692258e-225,0.1838568586713415,127.03690002285518,0.0,1.08044439437889,1
